Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"MUTYH","MutY DNA Glycosylase","Protein Coding","43","GC01M045329","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUTYH"
"NLRC4","NLR Family CARD Domain Containing 4","Protein Coding","43","GC02M032224","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRC4"
"MGLL","Monoglyceride Lipase","Protein Coding","43","GC03M127689","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGLL"
"MBP","Myelin Basic Protein","Protein Coding","43","GC18M076978","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBP"
"PHKG1","Phosphorylase Kinase Catalytic Subunit Gamma 1","Protein Coding","43","GC07M058894","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKG1"
"PIM2","Pim-2 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","43","GC0XM048913","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM2"
"PKM","Pyruvate Kinase M1/2","Protein Coding","43","GC15M072199","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM"
"PON3","Paraoxonase 3","Protein Coding","43","GC07M095359","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON3"
"PIAS1","Protein Inhibitor Of Activated STAT 1","Protein Coding","43","GC15P068054","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS1"
"PNPLA2","Patatin Like Phospholipase Domain Containing 2","Protein Coding","43","GC11P001264","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA2"
"POLR1D","RNA Polymerase I And III Subunit D","Protein Coding","43","GC13P027620","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1D"
"MTHFD1","Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1","Protein Coding","43","GC14P064388","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1"
"MDM4","MDM4 Regulator Of P53","Protein Coding","43","GC01P204516","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM4"
"MAD2L1","Mitotic Arrest Deficient 2 Like 1","Protein Coding","43","GC04M120055","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1"
"KIF5A","Kinesin Family Member 5A","Protein Coding","43","GC12P057549","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF5A"
"RUVBL2","RuvB Like AAA ATPase 2","Protein Coding","43","GC19P048993","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL2"
"TCF7","Transcription Factor 7","Protein Coding","43","GC05P134114","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7"
"TNFRSF10A","TNF Receptor Superfamily Member 10a","Protein Coding","43","GC08M023190","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10A"
"TMPRSS6","Transmembrane Serine Protease 6","Protein Coding","43","GC22M037066","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS6"
"UBE2L3","Ubiquitin Conjugating Enzyme E2 L3","Protein Coding","43","GC22P021549","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L3"
"S1PR1","Sphingosine-1-Phosphate Receptor 1","Protein Coding","43","GC01P101236","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR1"
"TDO2","Tryptophan 2,3-Dioxygenase","Protein Coding","43","GC04P155854","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDO2"
"TFDP1","Transcription Factor Dp-1","Protein Coding","43","GC13P113584","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP1"
"RPL10","Ribosomal Protein L10","Protein Coding","43","GC0XP154389","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10"
"RPS10","Ribosomal Protein S10","Protein Coding","43","GC06M054311","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS10"
"SNRPB","Small Nuclear Ribonucleoprotein Polypeptides B And B1","Protein Coding","43","GC20M002461","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPB"
"SPTA1","Spectrin Alpha, Erythrocytic 1","Protein Coding","43","GC01M158610","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTA1"
"WNT7B","Wnt Family Member 7B","Protein Coding","43","GC22M045920","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B"
"SF3B1","Splicing Factor 3b Subunit 1","Protein Coding","43","GC02M197401","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B1"
"VAPB","VAMP Associated Protein B And C","Protein Coding","43","GC20P058389","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPB"
"ABCA7","ATP Binding Cassette Subfamily A Member 7","Protein Coding","42","GC19P001040","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA7"
"ALG8","ALG8 Alpha-1,3-Glucosyltransferase","Protein Coding","42","GC11M079117","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG8"
"BTD","Biotinidase","Protein Coding","42","GC03P016364","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTD"
"CNP","2',3'-Cyclic Nucleotide 3' Phosphodiesterase","Protein Coding","42","GC17P041966","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNP"
"ABCG1","ATP Binding Cassette Subfamily G Member 1","Protein Coding","42","GC21P042199","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG1"
"FZD3","Frizzled Class Receptor 3","Protein Coding","42","GC08P028494","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD3"
"FZD7","Frizzled Class Receptor 7","Protein Coding","42","GC02P202034","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD7"
"GNS","Glucosamine (N-Acetyl)-6-Sulfatase","Protein Coding","42","GC12M064713","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNS"
"LITAF","Lipopolysaccharide Induced TNF Factor","Protein Coding","42","GC16M011547","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LITAF"
"HSPA6","Heat Shock Protein Family A (Hsp70) Member 6","Protein Coding","42","GC01P161524","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA6"
"HSPA2","Heat Shock Protein Family A (Hsp70) Member 2","Protein Coding","42","GC14P064535","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2"
"MPZ","Myelin Protein Zero","Protein Coding","42","GC01M161304","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPZ"
"NLRP12","NLR Family Pyrin Domain Containing 12","Protein Coding","42","GC19M053793","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP12"
"POT1","Protection Of Telomeres 1","Protein Coding","42","GC07M124822","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POT1"
"SLC22A4","Solute Carrier Family 22 Member 4","Protein Coding","42","GC05P132294","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A4"
"NEK1","NIMA Related Kinase 1","Protein Coding","42","GC04M169393","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK1"
"SLC46A1","Solute Carrier Family 46 Member 1","Protein Coding","42","GC17M032326","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC46A1"
"SLC26A5","Solute Carrier Family 26 Member 5","Protein Coding","42","GC07M103352","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A5"
"SI","Sucrase-Isomaltase","Protein Coding","42","GC03M164978","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SI"
"SLC7A6","Solute Carrier Family 7 Member 6","Protein Coding","42","GC16P068263","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A6"
"SLCO1B3","Solute Carrier Organic Anion Transporter Family Member 1B3","Protein Coding","42","GC12P020810","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B3"
"PRKCSH","Protein Kinase C Substrate 80K-H","Protein Coding","42","GC19P011435","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCSH"
"RPL15","Ribosomal Protein L15","Protein Coding","42","GC03P023916","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL15"
"RPS14","Ribosomal Protein S14","Protein Coding","42","GC05M150443","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS14"
"SOAT2","Sterol O-Acyltransferase 2","Protein Coding","42","GC12P053103","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT2"
"XRCC1","X-Ray Repair Cross Complementing 1","Protein Coding","42","GC19M043543","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC1"
"YARS2","Tyrosyl-TRNA Synthetase 2","Protein Coding","42","GC12M032725","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YARS2"
"CNDP2","Carnosine Dipeptidase 2","Protein Coding","41","GC18P074495","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNDP2"
"DHPS","Deoxyhypusine Synthase","Protein Coding","41","GC19M013290","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHPS"
"AKR1B10","Aldo-Keto Reductase Family 1 Member B10","Protein Coding","41","GC07P134527","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1B10"
"AMD1","Adenosylmethionine Decarboxylase 1","Protein Coding","41","GC06P110814","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMD1"
"APLP2","Amyloid Beta Precursor Like Protein 2","Protein Coding","41","GC11P130069","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLP2"
"ABCG8","ATP Binding Cassette Subfamily G Member 8","Protein Coding","41","GC02P043828","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG8"
"CD82","CD82 Molecule","Protein Coding","41","GC11P044586","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD82"
"CD2","CD2 Molecule","Protein Coding","41","GC01P116754","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD2"
"CACNB1","Calcium Voltage-Gated Channel Auxiliary Subunit Beta 1","Protein Coding","41","GC17M039173","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB1"
"ANKRD1","Ankyrin Repeat Domain 1","Protein Coding","41","GC10M090912","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD1"
"CTNNA2","Catenin Alpha 2","Protein Coding","41","GC02P079185","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA2"
"CDSN","Corneodesmosin","Protein Coding","41","GC06M031115","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDSN"
"COPA","COPI Coat Complex Subunit Alpha","Protein Coding","41","GC01M160288","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPA"
"ATG16L1","Autophagy Related 16 Like 1","Protein Coding","41","GC02P233220","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG16L1"
"ATP13A2","ATPase Cation Transporting 13A2","Protein Coding","41","GC01M016985","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A2"
"CSRP3","Cysteine And Glycine Rich Protein 3","Protein Coding","41","GC11M019160","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRP3"
"E2F2","E2F Transcription Factor 2","Protein Coding","41","GC01M023583","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F2"
"GNA15","G Protein Subunit Alpha 15","Protein Coding","41","GC19P003188","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNA15"
"GMPR","Guanosine Monophosphate Reductase","Protein Coding","41","GC06P016238","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPR"
"GPX3","Glutathione Peroxidase 3","Protein Coding","41","GC05P150997","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX3"
"LGI1","Leucine Rich Glioma Inactivated 1","Protein Coding","41","GC10P093757","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGI1"
"ITGA8","Integrin Subunit Alpha 8","Protein Coding","41","GC10M015513","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA8"
"LCT","Lactase","Protein Coding","41","GC02M135787","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCT"
"FERMT3","FERM Domain Containing Kindlin 3","Protein Coding","41","GC11P064223","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERMT3"
"FGF3","Fibroblast Growth Factor 3","Protein Coding","41","GC11M077711","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF3"
"GPNMB","Glycoprotein Nmb","Protein Coding","41","GC07P023238","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPNMB"
"LIPG","Lipase G, Endothelial Type","Protein Coding","41","GC18P049560","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPG"
"HOXA13","Homeobox A13","Protein Coding","41","GC07M027409","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA13"
"EMP2","Epithelial Membrane Protein 2","Protein Coding","41","GC16M010541","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMP2"
"CTTN","Cortactin","Protein Coding","41","GC11P070398","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTN"
"FCN2","Ficolin 2","Protein Coding","41","GC09P134864","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCN2"
"HTR6","5-Hydroxytryptamine Receptor 6","Protein Coding","41","GC01P019666","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR6"
"DPP6","Dipeptidyl Peptidase Like 6","Protein Coding","41","GC07P153748","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP6"
"DPEP1","Dipeptidase 1","Protein Coding","41","GC16P089613","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPEP1"
"KIRREL3","Kirre Like Nephrin Family Adhesion Molecule 3","Protein Coding","41","GC11M126423","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIRREL3"
"INPP4A","Inositol Polyphosphate-4-Phosphatase Type I A","Protein Coding","41","GC02P098465","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP4A"
"NME3","NME/NM23 Nucleoside Diphosphate Kinase 3","Protein Coding","41","GC16M001770","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME3"
"MGP","Matrix Gla Protein","Protein Coding","41","GC12M017644","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGP"
"LTB4R2","Leukotriene B4 Receptor 2","Protein Coding","41","GC14P028325","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTB4R2"
"MAFB","MAF BZIP Transcription Factor B","Protein Coding","41","GC20M040685","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFB"
"PLTP","Phospholipid Transfer Protein","Protein Coding","41","GC20M045898","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLTP"
"NOP56","NOP56 Ribonucleoprotein","Protein Coding","41","GC20P003528","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56"
"NEK3","NIMA Related Kinase 3","Protein Coding","41","GC13M052132","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK3"
"MTA1","Metastasis Associated 1","Protein Coding","41","GC14P105419","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTA1"
"MDK","Midkine","Protein Coding","41","GC11P046380","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDK"
"IL12B","Interleukin 12B","Protein Coding","41","GC05M159314","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12B"
"RANBP1","RAN Binding Protein 1","Protein Coding","41","GC22P020115","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP1"
"SLC29A4","Solute Carrier Family 29 Member 4","Protein Coding","41","GC07P005289","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A4"
"TRADD","TNFRSF1A Associated Via Death Domain","Protein Coding","41","GC16M067154","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRADD"
"TERF2IP","TERF2 Interacting Protein","Protein Coding","41","GC16P075647","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2IP"
"USP11","Ubiquitin Specific Peptidase 11","Protein Coding","41","GC0XP047232","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP11"
"PHKA1","Phosphorylase Kinase Regulatory Subunit Alpha 1","Protein Coding","41","GC0XM072578","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKA1"
"PON2","Paraoxonase 2","Protein Coding","41","GC07M095404","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON2"
"RASGRP3","RAS Guanyl Releasing Protein 3","Protein Coding","41","GC02P033436","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRP3"
"RECQL4","RecQ Like Helicase 4","Protein Coding","41","GC08M144512","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4"
"SECISBP2","SECIS Binding Protein 2","Protein Coding","41","GC09P089318","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2"
"STMN1","Stathmin 1","Protein Coding","41","GC01M025884","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STMN1"
"TIRAP","TIR Domain Containing Adaptor Protein","Protein Coding","41","GC11P126284","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIRAP"
"TCOF1","Treacle Ribosome Biogenesis Factor 1","Protein Coding","41","GC05P150358","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCOF1"
"RPL35A","Ribosomal Protein L35a","Protein Coding","41","GC03P197949","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL35A"
"RPS17","Ribosomal Protein S17","Protein Coding","41","GC15M082536","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS17"
"PTPRU","Protein Tyrosine Phosphatase Receptor Type U","Protein Coding","41","GC01P029236","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRU"
"RPS24","Ribosomal Protein S24","Protein Coding","41","GC10P078033","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS24"
"RPS27","Ribosomal Protein S27","Protein Coding","41","GC01P153991","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27"
"SERPINB8","Serpin Family B Member 8","Protein Coding","41","GC18P063969","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB8"
"SOX4","SRY-Box Transcription Factor 4","Protein Coding","41","GC06P021593","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX4"
"SPINK5","Serine Peptidase Inhibitor Kazal Type 5","Protein Coding","41","GC05P148025","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK5"
"TSPAN7","Tetraspanin 7","Protein Coding","41","GC0XP038561","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN7"
"TSPO","Translocator Protein","Protein Coding","41","GC22P043151","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPO"
"SRGAP1","SLIT-ROBO Rho GTPase Activating Protein 1","Protein Coding","41","GC12P063844","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRGAP1"
"TRPM2","Transient Receptor Potential Cation Channel Subfamily M Member 2","Protein Coding","41","GC21P044350","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM2"
"TRPM3","Transient Receptor Potential Cation Channel Subfamily M Member 3","Protein Coding","41","GC09M070529","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM3"
"TRPC1","Transient Receptor Potential Cation Channel Subfamily C Member 1","Protein Coding","41","GC03P142724","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC1"
"VANGL1","VANGL Planar Cell Polarity Protein 1","Protein Coding","41","GC01P115641","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VANGL1"
"DCTD","DCMP Deaminase","Protein Coding","40","GC04M182890","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTD"
"ADAMTS17","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 17","Protein Coding","40","GC15M099971","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS17"
"ANK2","Ankyrin 2","Protein Coding","40","GC04P112706","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANK2"
"AKAP12","A-Kinase Anchoring Protein 12","Protein Coding","40","GC06P151239","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP12"
"AGPAT5","1-Acylglycerol-3-Phosphate O-Acyltransferase 5","Protein Coding","40","GC08P006708","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPAT5"
"AP4B1","Adaptor Related Protein Complex 4 Subunit Beta 1","Protein Coding","40","GC01M113894","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4B1"
"AREG","Amphiregulin","Protein Coding","40","GC04P074445","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AREG"
"CCL21","C-C Motif Chemokine Ligand 21","Protein Coding","40","GC09M034709","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL21"
"CD1D","CD1d Molecule","Protein Coding","40","GC01P158178","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD1D"
"CACNA2D2","Calcium Voltage-Gated Channel Auxiliary Subunit Alpha2delta 2","Protein Coding","40","GC03M050558","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D2"
"CAMTA1","Calmodulin Binding Transcription Activator 1","Protein Coding","40","GC01P006866","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMTA1"
"CCNG1","Cyclin G1","Protein Coding","40","GC05P163438","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNG1"
"ASPH","Aspartate Beta-Hydroxylase","Protein Coding","40","GC08M061500","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPH"
"CDH4","Cadherin 4","Protein Coding","40","GC20P061252","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH4"
"CSGALNACT1","Chondroitin Sulfate N-Acetylgalactosaminyltransferase 1","Protein Coding","40","GC08M019404","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSGALNACT1"
"CLDN10","Claudin 10","Protein Coding","40","GC13P095433","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN10"
"HOXA11","Homeobox A11","Protein Coding","40","GC07M027405","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA11"
"LDB3","LIM Domain Binding 3","Protein Coding","40","GC10P086666","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDB3"
"ITGB8","Integrin Subunit Beta 8","Protein Coding","40","GC07P020329","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB8"
"GDF15","Growth Differentiation Factor 15","Protein Coding","40","GC19P030315","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"LIPF","Lipase F, Gastric Type","Protein Coding","40","GC10P088664","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPF"
"LMOD1","Leiomodin 1","Protein Coding","40","GC01M201896","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD1"
"HOXA10","Homeobox A10","Protein Coding","40","GC07M027408","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA10"
"FCGR3B","Fc Fragment Of IgG Receptor IIIb","Protein Coding","40","GC01M161623","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3B"
"PANK1","Pantothenate Kinase 1","Protein Coding","40","GC10M089579","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK1"
"NXN","Nucleoredoxin","Protein Coding","40","GC17M000799","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXN"
"NTSR1","Neurotensin Receptor 1","Protein Coding","40","GC20P062708","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTSR1"
"MYPN","Myopalladin","Protein Coding","40","GC10P068106","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYPN"
"NPC2","NPC Intracellular Cholesterol Transporter 2","Protein Coding","40","GC14M074476","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC2"
"LIN28B","Lin-28 Homolog B","Protein Coding","40","GC06P104946","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN28B"
"LTC4S","Leukotriene C4 Synthase","Protein Coding","40","GC05P179793","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S"
"LPA","Lipoprotein(A)","Protein Coding","40","GC06M160531","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA"
"PLIN3","Perilipin 3","Protein Coding","40","GC19M004839","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLIN3"
"PADI2","Peptidyl Arginine Deiminase 2","Protein Coding","40","GC01M017066","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI2"
"POLI","DNA Polymerase Iota","Protein Coding","40","GC18P054274","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLI"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","40","GC11M095279","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"MGAM","Maltase-Glucoamylase","Protein Coding","40","GC07P146835","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAM"
"KRT6B","Keratin 6B","Protein Coding","40","GC12M052446","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT6B"
"RING1","Ring Finger Protein 1","Protein Coding","40","GC06P033208","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RING1"
"SELPLG","Selectin P Ligand","Protein Coding","40","GC12M108621","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELPLG"
