Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"LOC108228208","7q11.23 Proximal Recombination Region","Biological Region","1","GC07P075442","0.601258337497711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108228208"
"LOC108228209","7q11.23 Distal Recombination Region","Biological Region","1","GC07P076626","0.601258337497711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108228209"
"DLST","Dihydrolipoamide S-Succinyltransferase","Protein Coding","44","GC14P074881","0.599405825138092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLST"
"SLC12A2","Solute Carrier Family 12 Member 2","Protein Coding","47","GC05P128083","0.596046149730682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A2"
"YWHAE","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon","Protein Coding","47","GC17M001346","0.595165729522705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAE"
"PCSK9","Proprotein Convertase Subtilisin/Kexin Type 9","Protein Coding","48","GC01P055039","0.594997227191925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK9"
"GJB3","Gap Junction Protein Beta 3","Protein Coding","44","GC01P034781","0.594997227191925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB3"
"REV3L","REV3 Like, DNA Directed Polymerase Zeta Catalytic Subunit","Protein Coding","43","GC06M111299","0.594997227191925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REV3L"
"TAT","Tyrosine Aminotransferase","Protein Coding","43","GC16M071565","0.594997227191925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAT"
"CRYBB1","Crystallin Beta B1","Protein Coding","37","GC22M026599","0.594997227191925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYBB1"
"TENM3","Teneurin Transmembrane Protein 3","Protein Coding","35","GC04P181448","0.594997227191925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM3"
"TRPM7","Transient Receptor Potential Cation Channel Subfamily M Member 7","Protein Coding","44","GC15M050552","0.591054499149323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM7"
"VDAC1","Voltage Dependent Anion Channel 1","Protein Coding","44","GC05M133975","0.589691638946533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC1"
"CXCL2","C-X-C Motif Chemokine Ligand 2","Protein Coding","38","GC04M074097","0.589691638946533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL2"
"SMTN","Smoothelin","Protein Coding","37","GC22P031209","0.584603786468506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMTN"
"VPS35","VPS35 Retromer Complex Component","Protein Coding","42","GC16M046829","0.584322214126587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS35"
"CKM","Creatine Kinase, M-Type","Protein Coding","43","GC19M045306","0.582359492778778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKM"
"ADGRG1","Adhesion G Protein-Coupled Receptor G1","Protein Coding","38","GC16P057610","0.582359492778778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG1"
"GNAQ","G Protein Subunit Alpha Q","Protein Coding","47","GC09M077716","0.575397312641144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAQ"
"WNT3A","Wnt Family Member 3A","Protein Coding","45","GC01P228773","0.574651658535004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3A"
"E2F1","E2F Transcription Factor 1","Protein Coding","42","GC20M033675","0.573288798332214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F1"
"PSMC4","Proteasome 26S Subunit, ATPase 4","Protein Coding","39","GC19P043672","0.573288798332214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC4"
"AHSA1","Activator Of HSP90 ATPase Activity 1","Protein Coding","37","GC14P077457","0.573288798332214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSA1"
"PDGFC","Platelet Derived Growth Factor C","Protein Coding","41","GC04M156760","0.571319997310638","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFC"
"YY1","YY1 Transcription Factor","Protein Coding","46","GC14P100238","0.570443511009216","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1"
"NPR1","Natriuretic Peptide Receptor 1","Protein Coding","44","GC01P153760","0.570443511009216","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPR1"
"SPINK5","Serine Peptidase Inhibitor Kazal Type 5","Protein Coding","41","GC05P148025","0.56466418504715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK5"
"NXN","Nucleoredoxin","Protein Coding","40","GC17M000799","0.56466418504715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXN"
"WDR11","WD Repeat Domain 11","Protein Coding","36","GC10P120851","0.56466418504715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR11"
"DNAJC21","DnaJ Heat Shock Protein Family (Hsp40) Member C21","Protein Coding","33","GC05P034929","0.56466418504715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC21"
"F7","Coagulation Factor VII","Protein Coding","46","GC13P113105","0.562399387359619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F7"
"PRKCB","Protein Kinase C Beta","Protein Coding","46","GC16P024047","0.562399387359619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCB"
"CSK","C-Terminal Src Kinase","Protein Coding","45","GC15P074782","0.562399387359619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSK"
"WNT11","Wnt Family Member 11","Protein Coding","43","GC11M076186","0.562399387359619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT11"
"TIA1","TIA1 Cytotoxic Granule Associated RNA Binding Protein","Protein Coding","42","GC02M070209","0.562399387359619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1"
"CEP97","Centrosomal Protein 97","Protein Coding","33","GC03P101723","0.562399387359619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP97"
"HDAC6","Histone Deacetylase 6","Protein Coding","50","GC0XP048801","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC6"
"PDE11A","Phosphodiesterase 11A","Protein Coding","45","GC02M177624","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE11A"
"MCL1","MCL1 Apoptosis Regulator, BCL2 Family Member","Protein Coding","45","GC01M150561","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCL1"
"CDK1","Cyclin Dependent Kinase 1","Protein Coding","44","GC10P060772","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK1"
"DDX11","DEAD/H-Box Helicase 11","Protein Coding","43","GC12P031073","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX11"
"CD38","CD38 Molecule","Protein Coding","43","GC04P015944","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD38"
"GNMT","Glycine N-Methyltransferase","Protein Coding","43","GC06P042960","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNMT"
"SPTA1","Spectrin Alpha, Erythrocytic 1","Protein Coding","43","GC01M158610","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTA1"
"ALG8","ALG8 Alpha-1,3-Glucosyltransferase","Protein Coding","42","GC11M079117","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG8"
"XRCC1","X-Ray Repair Cross Complementing 1","Protein Coding","42","GC19M043543","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC1"
"MAFB","MAF BZIP Transcription Factor B","Protein Coding","41","GC20M040685","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFB"
"CCNG1","Cyclin G1","Protein Coding","40","GC05P163438","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNG1"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","40","GC11M095279","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"SLAMF7","SLAM Family Member 7","Protein Coding","40","GC01P160709","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAMF7"
"ACTN3","Actinin Alpha 3","Protein Coding","39","GC11P066546","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN3"
"AZIN1","Antizyme Inhibitor 1","Protein Coding","39","GC08M102826","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZIN1"
"KLRK1","Killer Cell Lectin Like Receptor K1","Protein Coding","39","GC12M017573","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRK1"
"PEG10","Paternally Expressed 10","Protein Coding","39","GC07P094656","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEG10"
"RCHY1","Ring Finger And CHY Zinc Finger Domain Containing 1","Protein Coding","39","GC04M075479","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCHY1"
"TEX14","Testis Expressed 14, Intercellular Bridge Forming Factor","Protein Coding","38","GC17M058556","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX14"
"APOBEC3F","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3F","Protein Coding","37","GC22P039037","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC3F"
"DNASE2","Deoxyribonuclease 2, Lysosomal","Protein Coding","37","GC19M012875","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE2"
"ARC","Activity Regulated Cytoskeleton Associated Protein","Protein Coding","36","GC08M142611","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARC"
"ERCC6L","ERCC Excision Repair 6 Like, Spindle Assembly Checkpoint Helicase","Protein Coding","36","GC0XM072204","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC6L"
"RAB11FIP4","RAB11 Family Interacting Protein 4","Protein Coding","36","GC17P031391","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11FIP4"
"PIF1","PIF1 5'-To-3' DNA Helicase","Protein Coding","35","GC15M064815","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIF1"
"DCLRE1B","DNA Cross-Link Repair 1B","Protein Coding","34","GC01P113905","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLRE1B"
"CTAG1B","Cancer/Testis Antigen 1B","Protein Coding","31","GC0XM154617","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAG1B"
"TTC36","Tetratricopeptide Repeat Domain 36","Protein Coding","30","GC11P118527","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC36"
"EEF2KMT","Eukaryotic Elongation Factor 2 Lysine Methyltransferase","Protein Coding","29","GC16M005084","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2KMT"
"TENT4A","Terminal Nucleotidyltransferase 4A","Protein Coding","29","GC05P006713","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT4A"
"CENPS","Centromere Protein S","Protein Coding","28","GC01P010438","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPS"
"IGF2-AS","IGF2 Antisense RNA","RNA Gene","24","GC11P002140","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2-AS"
"ERFE","Erythroferrone","Protein Coding","22","GC02P238159","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERFE"
"MIR331","MicroRNA 331","RNA Gene","18","GC12P095308","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR331"
"MIR485","MicroRNA 485","RNA Gene","18","GC14P107741","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR485"
"MIR363","MicroRNA 363","RNA Gene","15","GC0XM134205","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR363"
"CCAT1","Colon Cancer Associated Transcript 1","RNA Gene","14","GC08M127207","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAT1"
"PDIA3P1","Protein Disulfide Isomerase Family A Member 3 Pseudogene 1","Pseudogene","12","GC01P147437","0.554913520812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA3P1"
"PRKG2","Protein Kinase CGMP-Dependent 2","Protein Coding","44","GC04M081087","0.547458052635193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKG2"
"COL11A1","Collagen Type XI Alpha 1 Chain","Protein Coding","41","GC01M102876","0.545262455940247","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL11A1"
"DICER1","Dicer 1, Ribonuclease III","Protein Coding","46","GC14M095086","0.542428612709045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1"
"STRN","Striatin","Protein Coding","39","GC02M036815","0.542428612709045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRN"
"POU4F1","POU Class 4 Homeobox 1","Protein Coding","38","GC13M078598","0.542428612709045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU4F1"
"ASTN2","Astrotactin 2","Protein Coding","35","GC09M116425","0.542428612709045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASTN2"
"CLTRN","Collectrin, Amino Acid Transport Regulator","Protein Coding","28","GC0XM015629","0.541708946228027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTRN"
"MIR106A","MicroRNA 106a","RNA Gene","18","GC0XM134219","0.541708946228027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106A"
"ADAMTS5","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 5","Protein Coding","41","GC21M026918","0.53924947977066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS5"
"SF3B1","Splicing Factor 3b Subunit 1","Protein Coding","43","GC02M197401","0.527145504951477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B1"
"MSX2","Msh Homeobox 2","Protein Coding","46","GC05P174724","0.524688243865967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX2"
"EOMES","Eomesodermin","Protein Coding","43","GC03M027715","0.524594843387604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EOMES"
"NPPC","Natriuretic Peptide C","Protein Coding","39","GC02M231921","0.524098694324493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPC"
"PLXND1","Plexin D1","Protein Coding","40","GC03M129555","0.518333733081818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXND1"
"FYN","FYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","45","GC06M111660","0.518180906772614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYN"
"NRP1","Neuropilin 1","Protein Coding","44","GC10M033177","0.518180906772614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP1"
"DPYSL2","Dihydropyrimidinase Like 2","Protein Coding","44","GC08P026514","0.517085194587708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYSL2"
"NAMPT","Nicotinamide Phosphoribosyltransferase","Protein Coding","45","GC07M106248","0.516818046569824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAMPT"
"IFT46","Intraflagellar Transport 46","Protein Coding","31","GC11M118544","0.516818046569824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT46"
"HSD11B1","Hydroxysteroid 11-Beta Dehydrogenase 1","Protein Coding","48","GC01P209686","0.495075732469559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B1"
"NCOR2","Nuclear Receptor Corepressor 2","Protein Coding","43","GC12M124324","0.495075732469559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOR2"
"AFAP1","Actin Filament Associated Protein 1","Protein Coding","36","GC04M007758","0.48460453748703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1"
"MIR148A","MicroRNA 148a","RNA Gene","19","GC07M025993","0.48460453748703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148A"
"EEF1A1","Eukaryotic Translation Elongation Factor 1 Alpha 1","Protein Coding","41","GC06M073515","0.482361257076263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1"
"RCBTB1","RCC1 And BTB Domain Containing Protein 1","Protein Coding","39","GC13M049531","0.482361257076263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCBTB1"
"CAMTA2","Calmodulin Binding Transcription Activator 2","Protein Coding","32","GC17M005123","0.482361257076263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMTA2"
"CCNB1","Cyclin B1","Protein Coding","44","GC05P069167","0.478250026702881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNB1"
"CEACAM1","CEA Cell Adhesion Molecule 1","Protein Coding","41","GC19M042507","0.478250026702881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM1"
"CGA","Glycoprotein Hormones, Alpha Polypeptide","Protein Coding","41","GC06M087085","0.478250026702881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGA"
"RARB","Retinoic Acid Receptor Beta","Protein Coding","48","GC03P024830","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARB"
"PAH","Phenylalanine Hydroxylase","Protein Coding","47","GC12M102836","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAH"
"CDC25A","Cell Division Cycle 25A","Protein Coding","45","GC03M048173","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25A"
"PSMA6","Proteasome 20S Subunit Alpha 6","Protein Coding","44","GC14P035278","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA6"
"NOD1","Nucleotide Binding Oligomerization Domain Containing 1","Protein Coding","43","GC07M030424","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD1"
"NR1I3","Nuclear Receptor Subfamily 1 Group I Member 3","Protein Coding","43","GC01M161229","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I3"
"PSMB1","Proteasome 20S Subunit Beta 1","Protein Coding","43","GC06M170535","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB1"
"SRD5A1","Steroid 5 Alpha-Reductase 1","Protein Coding","43","GC05P006633","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRD5A1"
"PSMA1","Proteasome 20S Subunit Alpha 1","Protein Coding","42","GC11M014505","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA1"
"PSMA5","Proteasome 20S Subunit Alpha 5","Protein Coding","41","GC01M109399","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA5"
"SLC9A3R2","SLC9A3 Regulator 2","Protein Coding","38","GC16P007426","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3R2"
"ANKLE2","Ankyrin Repeat And LEM Domain Containing 2","Protein Coding","37","GC12M132725","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKLE2"
"MRPS7","Mitochondrial Ribosomal Protein S7","Protein Coding","37","GC17P075362","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS7"
"FBF1","Fas Binding Factor 1","Protein Coding","32","GC17M075909","0.476887166500092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBF1"
"SLC20A2","Solute Carrier Family 20 Member 2","Protein Coding","45","GC08M042416","0.476100146770477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A2"
"FBXW7","F-Box And WD Repeat Domain Containing 7","Protein Coding","43","GC04M152321","0.461847186088562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7"
"SOX4","SRY-Box Transcription Factor 4","Protein Coding","41","GC06P021593","0.461847186088562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX4"
"WNT16","Wnt Family Member 16","Protein Coding","40","GC07P121325","0.461847186088562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT16"
"PPP1R12A","Protein Phosphatase 1 Regulatory Subunit 12A","Protein Coding","42","GC12M079773","0.45514988899231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12A"
"KAT2B","Lysine Acetyltransferase 2B","Protein Coding","46","GC03P020043","0.451721221208572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2B"
"CAPN2","Calpain 2","Protein Coding","45","GC01P223701","0.451721221208572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN2"
"KLHL3","Kelch Like Family Member 3","Protein Coding","41","GC05M137617","0.451721221208572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL3"
"ADAMTSL1","ADAMTS Like 1","Protein Coding","40","GC09P017906","0.451721221208572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL1"
"ADCYAP1","Adenylate Cyclase Activating Polypeptide 1","Protein Coding","40","GC18P000895","0.451721221208572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCYAP1"
"RCAN2","Regulator Of Calcineurin 2","Protein Coding","38","GC06M046220","0.451721221208572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCAN2"
"RPS11","Ribosomal Protein S11","Protein Coding","38","GC19P049496","0.451721221208572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS11"
"EPHX2","Epoxide Hydrolase 2","Protein Coding","46","GC08P027490","0.445460110902786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHX2"
"LIFR","LIF Receptor Subunit Alpha","Protein Coding","44","GC05M038475","0.445460110902786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIFR"
"PTX3","Pentraxin 3","Protein Coding","40","GC03P157436","0.445399254560471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX3"
"HORMAD1","HORMA Domain Containing 1","Protein Coding","36","GC01M150956","0.445399254560471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HORMAD1"
"IRAK1","Interleukin 1 Receptor Associated Kinase 1","Protein Coding","48","GC0XM154010","0.437705844640732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK1"
"CYBA","Cytochrome B-245 Alpha Chain","Protein Coding","45","GC16M088643","0.437705844640732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBA"
"PTGER4","Prostaglandin E Receptor 4","Protein Coding","44","GC05P040679","0.436016470193863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4"
"BCAR1","BCAR1 Scaffold Protein, Cas Family Member","Protein Coding","43","GC16M075228","0.436016470193863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR1"
"PON3","Paraoxonase 3","Protein Coding","43","GC07M095359","0.436016470193863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON3"
"PON2","Paraoxonase 2","Protein Coding","41","GC07M095404","0.436016470193863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON2"
"LTC4S","Leukotriene C4 Synthase","Protein Coding","40","GC05P179793","0.436016470193863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S"
"CHRD","Chordin","Protein Coding","40","GC03P184380","0.432532548904419","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRD"
"NME2","NME/NM23 Nucleoside Diphosphate Kinase 2","Protein Coding","44","GC17P051165","0.415460884571075","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME2"
"PIM1","Pim-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","48","GC06P064297","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1"
"TUBA1A","Tubulin Alpha 1a","Protein Coding","47","GC12M049184","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1A"
"CHAT","Choline O-Acetyltransferase","Protein Coding","45","GC10P049609","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAT"
"GNRHR","Gonadotropin Releasing Hormone Receptor","Protein Coding","45","GC04M067737","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRHR"
"PAFAH1B1","Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1","Protein Coding","44","GC17P002593","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1"
"PDE2A","Phosphodiesterase 2A","Protein Coding","44","GC11M072576","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE2A"
"SMC3","Structural Maintenance Of Chromosomes 3","Protein Coding","44","GC10P110567","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC3"
"PI4KB","Phosphatidylinositol 4-Kinase Beta","Protein Coding","43","GC01M151291","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4KB"
"TAC3","Tachykinin Precursor 3","Protein Coding","43","GC12M057009","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC3"
"RPL18","Ribosomal Protein L18","Protein Coding","43","GC19M048615","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL18"
"RPS3","Ribosomal Protein S3","Protein Coding","42","GC11P076796","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3"
"BCL11B","BAF Chromatin Remodeling Complex Subunit BCL11B","Protein Coding","41","GC14M099169","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL11B"
"NDE1","NudE Neurodevelopment Protein 1","Protein Coding","41","GC16P015933","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDE1"
"RBX1","Ring-Box 1","Protein Coding","41","GC22P040951","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1"
"RPL10A","Ribosomal Protein L10a","Protein Coding","41","GC06P064268","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10A"
"RPS2","Ribosomal Protein S2","Protein Coding","41","GC16M004894","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS2"
"RPL13A","Ribosomal Protein L13a","Protein Coding","41","GC19P049487","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL13A"
"AGO2","Argonaute RISC Catalytic Component 2","Protein Coding","40","GC08M140522","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO2"
"RPL3","Ribosomal Protein L3","Protein Coding","40","GC22M052013","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL3"
"RPL19","Ribosomal Protein L19","Protein Coding","40","GC17P039200","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL19"
"SMN1","Survival Of Motor Neuron 1, Telomeric","Protein Coding","40","GC05P070924","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1"
"HNRNPC","Heterogeneous Nuclear Ribonucleoprotein C","Protein Coding","39","GC14M021210","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPC"
"GAN","Gigaxonin","Protein Coding","38","GC16P081319","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAN"
"SHOX2","Short Stature Homeobox 2","Protein Coding","38","GC03M158095","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX2"
"RPS18","Ribosomal Protein S18","Protein Coding","38","GC06P064200","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS18"
"TUBA3C","Tubulin Alpha 3c","Protein Coding","36","GC13M019173","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA3C"
